"Invoice";"InboundDate";"Supplier";"OrderDate";"InvoiceDate"
"FFCC173644";"2017-11-16";"PROV1397";"2017-10-29";"2017-11-19"
"FFCC173673";"2017-11-24";"PROV40002220";"2017-10-23";"2017-11-27"
"FFCC173674";"2017-11-01";"PROV1895";"2017-10-28";"2017-11-04"
"FFCC173678";"2017-11-30";"PROV1876";"2017-10-14";"2017-12-03"
"FFCC173679";"2017-11-30";"PROV1876";"2017-11-15";"2017-12-03"
"FFCC173688";"2017-11-24";"PROV40000520";"2017-10-19";"2017-11-27"
"FFCC173689";"2017-11-01";"PROV1475";"2017-09-12";"2017-11-04"
"FFCC173722";"2017-12-04";"PROV1976";"2017-11-10";"2017-12-07"
"FFCC173723";"2017-12-01";"PROV1585";"2017-11-05";"2017-12-04"
"FFCC173726";"2017-12-01";"PROV1597";"2017-11-04";"2017-12-04"
"FFCC173729";"2017-12-07";"PROV1397";"2017-12-06";"2017-12-10"
"FFCC173730";"2017-12-01";"PROV1940";"2017-11-17";"2017-12-04"
"FFCC173733";"2017-12-01";"PROV1964";"2017-11-07";"2017-12-04"
"FFCC173736";"2017-12-01";"PROV1875";"2017-10-10";"2017-12-04"
"FFCC173739";"2017-12-01";"PROV2017";"2017-11-09";"2017-12-04"
"FFCC173742";"2017-12-01";"PROV2017";"2017-10-05";"2017-12-04"
"FFCC173743";"2017-12-15";"PROV1485";"2017-11-03";"2017-12-18"
"FFCC173744";"2017-12-01";"PROV1936";"2017-11-23";"2017-12-04"
"FFCC173758";"2017-12-15";"PROV1129";"2017-11-02";"2017-12-18"
"FFCC173759";"2017-12-11";"PROV1938";"2017-11-18";"2017-12-14"
"FFCC173760";"2017-12-01";"PROV40001825";"2017-10-17";"2017-12-04"
"FFCC173761";"2017-12-01";"PROV40000850";"2017-11-05";"2017-12-04"
"FFCC173762";"2017-12-05";"PROV1014";"2017-11-12";"2017-12-08"
"FFCC173763";"2017-12-04";"PROV1014";"2017-10-17";"2017-12-07"
"FFCC173764";"2017-12-01";"PROV40001825";"2017-10-26";"2017-12-04"
"FFCC173765";"2017-12-10";"PROV40000520";"2017-11-04";"2017-12-13"
"FFCC173785";"2017-12-01";"PROV1756";"2017-11-10";"2017-12-04"
"FFCC173796";"2017-12-15";"PROV40000500";"2017-11-25";"2017-12-18"
"FFCC173797";"2017-12-22";"PROV40002720";"2017-11-21";"2017-12-25"
"FFCC173798";"2017-12-10";"PROV1484";"2017-10-30";"2017-12-13"
"FFCC173799";"2017-12-13";"PROV1649";"2017-11-05";"2017-12-16"
"FFCC173806";"2017-12-20";"PROV2045";"2017-11-30";"2017-12-23"
"FFCC173820";"2017-12-19";"PROV1895";"2017-11-07";"2017-12-22"
"FFCC173850";"2017-12-02";"PROV40002330";"2017-10-30";"2017-12-05"
"FFCC173853";"2017-12-30";"PROV40002065";"2017-11-17";"2018-01-02"
"FFCC173854";"2017-12-01";"PROV1475";"2017-11-05";"2017-12-04"
"FFCC173910";"2017-12-30";"PROV40000520";"2017-12-07";"2018-01-02"
"FFCC173932";"2017-12-15";"PROV40000187";"2017-11-09";"2017-12-18"
"FFCC180001";"2018-01-02";"PROV1475";"2017-11-06";"2018-01-05"
"FFCC180004";"2018-01-02";"PROV2017";"2017-12-05";"2018-01-05"
"FFCC180021";"2018-01-04";"PROV41001800";"2017-11-22";"2018-01-07"
"FFCC180073";"2018-01-11";"PROV41000232";"2017-11-19";"2018-01-14"
"FFCC180074";"2018-01-20";"PROV40000850";"2017-12-31";"2018-01-23"
"FFCC180076";"2018-01-15";"PROV1876";"2017-12-09";"2018-01-18"
"FFCC180077";"2018-01-15";"PROV1876";"2017-12-20";"2018-01-18"
"FFCC180078";"2018-01-15";"PROV1465";"2017-12-25";"2018-01-18"
"FFCC180079";"2018-01-12";"PROV1756";"2017-11-28";"2018-01-15"
"FFCC180080";"2018-01-15";"PROV1129";"2018-01-01";"2018-01-18"
"FFCC180081";"2018-01-02";"PROV1938";"2017-11-28";"2018-01-05"
"FFCC180082";"2018-01-02";"PROV40000500";"2017-11-09";"2018-01-05"
"FFCC180083";"2018-01-13";"PROV40000850";"2017-12-17";"2018-01-16"
"FFCC180084";"2018-01-15";"PROV1900";"2017-12-13";"2018-01-18"
"FFCC180085";"2018-01-15";"PROV40001000";"2017-12-26";"2018-01-18"
"FFCC180086";"2018-01-05";"PROV1014";"2017-12-12";"2018-01-08"
"FFCC180087";"2018-01-05";"PROV1650";"2017-12-24";"2018-01-08"
"FFCC180088";"2018-01-03";"PROV40001000";"2017-12-02";"2018-01-06"
"FFCC180089";"2018-01-05";"PROV1650";"2017-12-04";"2018-01-08"
"FFCC180090";"2018-01-08";"PROV1170";"2017-11-22";"2018-01-11"
"FFCC180091";"2018-01-02";"PROV1976";"2017-11-12";"2018-01-05"
"FFCC180092";"2018-01-02";"PROV1485";"2017-12-09";"2018-01-05"
"FFCC180094";"2018-01-02";"PROV1485";"2017-11-10";"2018-01-05"
"FFCC180097";"2018-01-02";"PROV1485";"2017-12-18";"2018-01-05"
"FFCC180099";"2018-01-02";"PROV1597";"2017-12-18";"2018-01-05"
"FFCC180102";"2018-01-02";"PROV1875";"2017-11-24";"2018-01-05"
"FFCC180105";"2018-01-02";"PROV1428";"2017-12-07";"2018-01-05"
"FFCC180106";"2018-01-02";"PROV1475";"2017-12-09";"2018-01-05"
"FFCC180109";"2018-01-02";"PROV1398";"2017-11-28";"2018-01-05"
"FFCC180113";"2018-01-02";"PROV1485";"2017-12-22";"2018-01-05"
"FFCC180115";"2018-01-11";"PROV1485";"2017-12-16";"2018-01-14"
"FFCC180116";"2018-01-02";"PROV1485";"2017-12-03";"2018-01-05"
"FFCC180118";"2018-01-02";"PROV1585";"2017-12-28";"2018-01-05"
"FFCC180122";"2018-01-12";"PROV1397";"2017-12-22";"2018-01-15"
"FFCC180142";"2018-01-10";"PROV40000520";"2017-12-15";"2018-01-13"
"FFCC180143";"2018-01-22";"PROV40000520";"2017-12-24";"2018-01-25"
"FFCC180144";"2018-01-15";"PROV40000520";"2017-12-05";"2018-01-18"
"FFCC180145";"2018-01-02";"PROV1441";"2017-12-12";"2018-01-05"
"FFCC180146";"2018-01-02";"PROV40002220";"2017-11-25";"2018-01-05"
"FFCC180210";"2018-01-02";"PROV1475";"2017-12-25";"2018-01-05"
"FFCC180219";"2018-01-31";"PROV1184";"2017-12-20";"2018-02-03"
"FFCC180220";"2018-01-05";"PROV40000187";"2017-12-17";"2018-01-08"
"FFCC180230";"2018-01-09";"PROV40002330";"2017-12-20";"2018-01-12"
"FFCC180231";"2018-01-13";"PROV40002330";"2017-12-25";"2018-01-16"
"FFCC180232";"2018-01-16";"PROV40002330";"2017-12-11";"2018-01-19"
"FFCC180233";"2018-01-27";"PROV40002330";"2017-12-27";"2018-01-30"
"FFCC180234";"2018-01-30";"PROV40000500";"2017-12-19";"2018-02-02"
"FFCC180235";"2018-01-26";"PROV1014";"2018-01-05";"2018-01-29"
"FFCC180236";"2018-01-31";"PROV40002065";"2018-01-22";"2018-02-03"
"FFCC180237";"2018-01-26";"PROV1484";"2017-12-15";"2018-01-29"
"FFCC180238";"2018-01-19";"PROV1938";"2017-12-25";"2018-01-22"
"FFCC180239";"2018-01-30";"PROV40002720";"2017-12-29";"2018-02-02"
"FFCC180240";"2018-01-24";"PROV1558";"2017-12-18";"2018-01-27"
"FFCC180241";"2018-01-22";"PROV1014";"2018-01-02";"2018-01-25"
"FFCC180242";"2018-01-22";"PROV40002330";"2017-12-27";"2018-01-25"
"FFCC180243";"2018-01-30";"PROV1900";"2018-01-21";"2018-02-02"
"FFCC180244";"2018-01-25";"PROV40002720";"2018-01-07";"2018-01-28"
"FFCC180245";"2018-01-31";"PROV41000980";"2017-12-12";"2018-02-03"
"FFCC180259";"2018-01-31";"PROV40000187";"2017-12-06";"2018-02-03"
"FFCC180260";"2018-01-25";"PROV40000187";"2017-12-28";"2018-01-28"
"FFCC180261";"2018-01-31";"PROV1781";"2017-12-21";"2018-02-03"
"FFCC180262";"2018-01-31";"PROV1938";"2018-01-01";"2018-02-03"
"FFCC180263";"2018-01-20";"PROV1465";"2017-12-20";"2018-01-23"
"FFCC180264";"2018-01-02";"PROV1585";"2017-11-27";"2018-01-05"
"FFCC180267";"2018-01-02";"PROV1585";"2017-12-07";"2018-01-05"
"FFCC180270";"2018-01-02";"PROV1475";"2017-11-14";"2018-01-05"
"FFCC180275";"2018-01-02";"PROV1964";"2017-11-06";"2018-01-05"
"FFCC180278";"2018-01-19";"PROV2017";"2017-12-14";"2018-01-22"
"FFCC180281";"2018-01-19";"PROV1976";"2017-12-15";"2018-01-22"
"FFCC180282";"2018-01-02";"PROV1964";"2017-12-03";"2018-01-05"
"FFCC180285";"2018-01-02";"PROV1940";"2017-12-17";"2018-01-05"
"FFCC180288";"2018-01-31";"PROV1876";"2018-01-23";"2018-02-03"
"FFCC180292";"2018-01-31";"PROV1014";"2018-01-02";"2018-02-03"
"FFCC180294";"2018-01-31";"PROV40000520";"2017-12-14";"2018-02-03"
"FFCC180295";"2018-01-15";"PROV1875";"2017-12-29";"2018-01-18"
"FFCC180308";"2018-01-31";"PROV40000520";"2018-01-10";"2018-02-03"
"FFCC180357";"2018-01-31";"PROV41001800";"2018-01-04";"2018-02-03"
"FFCC180358";"2018-01-30";"PROV41001800";"2017-12-24";"2018-02-02"
"FFCC180384";"2018-01-02";"PROV41001800";"2017-12-22";"2018-01-05"
"FFCC180389";"2018-01-17";"PROV1734";"2017-12-16";"2018-01-20"
"FFCC180402";"2018-01-30";"PROV41001800";"2018-01-18";"2018-02-02"
"FFCC180403";"2018-01-26";"PROV1838";"2017-12-17";"2018-01-29"
"FFCC180434";"2018-02-01";"PROV1475";"2018-01-04";"2018-02-04"
"FFCC180437";"2018-02-09";"PROV41001401";"2018-01-04";"2018-02-12"
"FFCC180465";"2018-02-05";"PROV1647";"2018-01-04";"2018-02-08"
"FFCC180466";"2018-02-14";"PROV1650";"2018-01-27";"2018-02-17"
"FFCC180467";"2018-02-13";"PROV40000735";"2018-01-10";"2018-02-16"
"FFCC180469";"2018-02-08";"PROV1014";"2018-01-19";"2018-02-11"
"FFCC180476";"2018-02-09";"PROV40000500";"2017-12-18";"2018-02-12"
"FFCC180477";"2018-02-02";"PROV40000500";"2018-01-12";"2018-02-05"
"FFCC180478";"2018-02-05";"PROV1650";"2018-01-30";"2018-02-08"
"FFCC180479";"2018-02-08";"PROV1650";"2018-01-12";"2018-02-11"
"FFCC180486";"2018-02-05";"PROV41000896";"2017-12-24";"2018-02-08"
"FFCC180487";"2018-02-15";"PROV1900";"2018-02-14";"2018-02-18"
"FFCC180488";"2018-02-15";"PROV40001470";"2017-12-28";"2018-02-18"
"FFCC180489";"2018-02-01";"PROV40001000";"2018-01-25";"2018-02-04"
"FFCC180492";"2018-02-10";"PROV40000850";"2018-01-22";"2018-02-13"
"FFCC180494";"2018-02-15";"PROV1129";"2018-01-24";"2018-02-18"
"FFCC180501";"2018-02-09";"PROV1397";"2018-01-12";"2018-02-12"
"FFCC180502";"2018-02-01";"PROV1976";"2018-01-13";"2018-02-04"
"FFCC180503";"2018-02-01";"PROV1976";"2017-12-13";"2018-02-04"
"FFCC180504";"2018-02-02";"PROV1756";"2018-01-01";"2018-02-05"
"FFCC180505";"2018-02-09";"PROV1027";"2017-12-28";"2018-02-12"
"FFCC180506";"2018-02-06";"PROV40000235";"2018-01-06";"2018-02-09"
"FFCC180508";"2018-02-10";"PROV1734";"2017-12-23";"2018-02-13"
"FFCC180509";"2018-02-01";"PROV1485";"2017-12-22";"2018-02-04"
"FFCC180512";"2018-02-01";"PROV40002220";"2017-12-15";"2018-02-04"
"FFCC180525";"2018-02-01";"PROV1585";"2018-01-23";"2018-02-04"
"FFCC180528";"2018-01-25";"PROV1428";"2017-12-15";"2018-01-28"
"FFCC180546";"2018-02-20";"PROV1734";"2018-01-23";"2018-02-23"
"FFCC180558";"2018-02-09";"PROV40000520";"2018-02-02";"2018-02-12"
"FFCC180561";"2018-02-20";"PROV41001401";"2018-01-22";"2018-02-23"
"FFCC180565";"2018-02-15";"PROV41001800";"2018-01-26";"2018-02-18"
"FFCC180566";"2018-02-15";"PROV41001800";"2018-01-02";"2018-02-18"
"FFCC180568";"2018-02-25";"PROV40002720";"2018-02-12";"2018-02-28"
"FFCC180569";"2018-02-03";"PROV40002330";"2018-01-22";"2018-02-06"
"FFCC180570";"2018-02-10";"PROV40002330";"2018-02-02";"2018-02-13"
"FFCC180571";"2018-02-09";"PROV40001825";"2017-12-29";"2018-02-12"
"FFCC180572";"2018-02-15";"PROV40001825";"2018-01-30";"2018-02-18"
"FFCC180573";"2018-02-22";"PROV1876";"2018-02-12";"2018-02-25"
"FFCC180574";"2018-02-22";"PROV1876";"2018-02-11";"2018-02-25"
"FFCC180575";"2018-02-16";"PROV1938";"2018-01-02";"2018-02-19"
"FFCC180576";"2018-02-23";"PROV1938";"2018-02-06";"2018-02-26"
"FFCC180577";"2018-02-20";"PROV1976";"2018-01-21";"2018-02-23"
"FFCC180582";"2018-02-28";"PROV40002065";"2018-01-06";"2018-03-03"
"FFCC180585";"2018-02-23";"PROV40000500";"2018-01-22";"2018-02-26"
"FFCC180586";"2018-02-16";"PROV40000520";"2017-12-25";"2018-02-19"
"FFCC180587";"2018-02-21";"PROV1441";"2018-01-02";"2018-02-24"
"FFCC180590";"2018-02-23";"PROV1397";"2018-02-06";"2018-02-26"
"FFCC180605";"2018-02-22";"PROV41001800";"2018-01-06";"2018-02-25"
"FFCC180608";"2018-02-10";"PROV40000187";"2018-01-02";"2018-02-13"
"FFCC180609";"2018-02-23";"PROV1895";"2018-01-28";"2018-02-26"
"FFCC180610";"2018-02-01";"PROV1936";"2018-01-26";"2018-02-04"
"FFCC180614";"2018-02-28";"PROV1129";"2018-02-27";"2018-03-03"
"FFCC180638";"2018-02-24";"PROV40002330";"2018-02-01";"2018-02-27"
"FFCC180639";"2018-02-12";"PROV1485";"2018-02-07";"2018-02-15"
"FFCC180658";"2018-02-23";"PROV40000520";"2018-01-12";"2018-02-26"
"FFCC180707";"2018-02-12";"PROV1649";"2017-12-28";"2018-02-15"
"FFCC180708";"2018-02-01";"PROV1936";"2018-01-18";"2018-02-04"
"FFCC180709";"2018-02-28";"PROV40002220";"2018-01-25";"2018-03-03"
"FFCC180711";"2018-02-28";"PROV40000520";"2018-01-16";"2018-03-03"
"FFCC180712";"2018-02-28";"PROV1470";"2018-01-26";"2018-03-03"
"FFCC180809";"2018-03-08";"PROV41001800";"2018-02-25";"2018-03-11"
"FFCC180829";"2018-03-02";"PROV1756";"2018-01-14";"2018-03-05"
"FFCC180830";"2018-03-05";"PROV40001000";"2018-02-19";"2018-03-08"
"FFCC180831";"2018-03-01";"PROV40001000";"2018-01-19";"2018-03-04"
"FFCC180832";"2018-03-01";"PROV40001000";"2018-01-12";"2018-03-04"
"FFCC180833";"2018-03-09";"PROV1938";"2018-02-02";"2018-03-12"
"FFCC180835";"2018-03-12";"PROV1650";"2018-02-20";"2018-03-15"
"FFCC180836";"2018-03-09";"PROV40000850";"2018-01-21";"2018-03-12"
"FFCC180837";"2018-03-09";"PROV1027";"2018-01-12";"2018-03-12"
"FFCC180838";"2018-03-24";"PROV40002330";"2018-03-03";"2018-03-27"
"FFCC180841";"2018-03-15";"PROV1129";"2018-02-07";"2018-03-18"
"FFCC180843";"2018-03-09";"PROV40000520";"2018-03-08";"2018-03-12"
"FFCC180844";"2018-03-21";"PROV1947";"2018-02-07";"2018-03-24"
"FFCC180855";"2018-03-25";"PROV40002720";"2018-02-06";"2018-03-28"
"FFCC180856";"2018-03-01";"PROV1585";"2018-01-24";"2018-03-04"
"FFCC180859";"2018-03-02";"PROV40001825";"2018-02-19";"2018-03-05"
"FFCC180862";"2018-03-15";"PROV1484";"2018-03-09";"2018-03-18"
"FFCC180865";"2018-03-10";"PROV40002330";"2018-02-18";"2018-03-13"
"FFCC180866";"2018-03-09";"PROV1976";"2018-01-28";"2018-03-12"
"FFCC180867";"2018-03-01";"PROV40000850";"2018-01-27";"2018-03-04"
"FFCC180870";"2018-03-01";"PROV1485";"2018-01-17";"2018-03-04"
"FFCC180872";"2018-03-01";"PROV1398";"2018-01-20";"2018-03-04"
"FFCC180877";"2018-03-01";"PROV1875";"2018-01-28";"2018-03-04"
"FFCC180880";"2018-03-01";"PROV1964";"2018-01-10";"2018-03-04"
"FFCC180881";"2018-03-01";"PROV1597";"2018-01-29";"2018-03-04"
"FFCC180890";"2018-03-01";"PROV1936";"2018-01-07";"2018-03-04"
"FFCC180893";"2018-03-01";"PROV1475";"2018-01-11";"2018-03-04"
"FFCC180904";"2018-03-23";"PROV41001800";"2018-02-23";"2018-03-26"
"FFCC180908";"2018-03-23";"PROV41001800";"2018-03-04";"2018-03-26"
"FFCC180955";"2018-03-05";"PROV40001000";"2018-02-13";"2018-03-08"
"FFCC180997";"2018-03-20";"PROV1465";"2018-03-08";"2018-03-23"
"FFCC180998";"2018-03-07";"PROV1441";"2018-01-18";"2018-03-10"
"FFCC180999";"2018-03-14";"PROV1441";"2018-01-30";"2018-03-17"
"FFCC181000";"2018-03-08";"PROV1397";"2018-02-08";"2018-03-11"
"FFCC181001";"2018-03-01";"PROV1485";"2018-02-14";"2018-03-04"
"FFCC181002";"2018-03-01";"PROV1485";"2018-01-08";"2018-03-04"
"FFCC181004";"2018-03-01";"PROV2017";"2018-02-23";"2018-03-04"
"FFCC181007";"2018-03-01";"PROV1940";"2018-01-18";"2018-03-04"
"FFCC181010";"2018-03-01";"PROV1014";"2018-02-06";"2018-03-04"
"FFCC181011";"2018-03-23";"PROV40000520";"2018-02-08";"2018-03-26"
"FFCC181012";"2018-03-20";"PROV1014";"2018-02-21";"2018-03-23"
"FFCC181013";"2018-03-16";"PROV40000520";"2018-01-17";"2018-03-19"
"FFCC181014";"2018-03-31";"PROV40001470";"2018-03-07";"2018-04-03"
"FFCC181015";"2018-03-21";"PROV1649";"2018-01-25";"2018-03-24"
"FFCC181016";"2018-03-25";"PROV40000187";"2018-02-27";"2018-03-28"
"FFCC181017";"2018-03-31";"PROV1938";"2018-03-09";"2018-04-03"
"FFCC181018";"2018-03-12";"PROV1485";"2018-02-13";"2018-03-15"
"FFCC181019";"2018-03-05";"PROV1003";"2018-02-20";"2018-03-08"
"FFCC181020";"2018-03-16";"PROV1003";"2018-02-07";"2018-03-19"
"FFCC181028";"2018-03-31";"PROV40002065";"2018-03-13";"2018-04-03"
"FFCC181029";"2018-03-14";"PROV40002220";"2018-03-02";"2018-03-17"
"FFCC181030";"2018-03-09";"PROV1876";"2018-02-18";"2018-03-12"
"FFCC181031";"2018-03-28";"PROV1876";"2018-02-11";"2018-03-31"
"FFCC181033";"2018-03-19";"PROV2063";"2018-02-10";"2018-03-22"
"FFCC181039";"2018-03-24";"PROV40002330";"2018-02-15";"2018-03-27"
"FFCC181040";"2018-04-09";"PROV41000980";"2018-03-31";"2018-04-12"
"FFCC181067";"2018-03-01";"PROV1733";"2018-01-29";"2018-03-04"
"FFCC181069";"2018-03-01";"PROV2017";"2018-01-31";"2018-03-04"
"FFCC181071";"2018-03-23";"PROV40000735";"2018-03-05";"2018-03-26"
"FFCC181127";"2018-03-31";"PROV40000520";"2018-02-07";"2018-04-03"
"FFCC181181";"2018-03-08";"PROV1734";"2018-02-03";"2018-03-11"
"FFCC181182";"2018-03-06";"PROV1734";"2018-02-20";"2018-03-09"
"FFCC181219";"2018-04-13";"PROV1734";"2018-03-13";"2018-04-16"
"FFCC181220";"2018-04-01";"PROV40000850";"2018-02-15";"2018-04-04"
"FFCC181221";"2018-04-04";"PROV1441";"2018-03-31";"2018-04-07"
"FFCC181222";"2018-04-05";"PROV1479";"2018-03-18";"2018-04-08"
"FFCC181223";"2018-04-06";"PROV40000500";"2018-03-02";"2018-04-09"
"FFCC181224";"2018-04-07";"PROV40002330";"2018-03-07";"2018-04-10"
"FFCC181225";"2018-04-05";"PROV40002330";"2018-02-18";"2018-04-08"
"FFCC181226";"2018-04-09";"PROV1876";"2018-03-25";"2018-04-12"
"FFCC181227";"2018-04-05";"PROV1938";"2018-04-03";"2018-04-08"
"FFCC181228";"2018-04-09";"PROV1014";"2018-03-14";"2018-04-12"
"FFCC181241";"2018-04-01";"PROV1428";"2018-03-11";"2018-04-04"
"FFCC181244";"2018-04-15";"PROV1129";"2018-03-28";"2018-04-18"
"FFCC181245";"2018-04-13";"PROV40000500";"2018-03-02";"2018-04-16"
"FFCC181247";"2018-04-15";"PROV1900";"2018-03-08";"2018-04-18"
"FFCC181257";"2018-04-11";"PROV40001825";"2018-02-28";"2018-04-14"
"FFCC181260";"2018-04-05";"PROV1485";"2018-03-08";"2018-04-08"
"FFCC181262";"2018-04-01";"PROV1875";"2018-02-07";"2018-04-04"
"FFCC181275";"2018-04-13";"PROV40000520";"2018-02-20";"2018-04-16"
"FFCC181276";"2018-04-01";"PROV1485";"2018-02-12";"2018-04-04"
"FFCC181279";"2018-04-12";"PROV1485";"2018-03-21";"2018-04-15"
"FFCC181280";"2018-04-06";"PROV1734";"2018-03-30";"2018-04-09"
"FFCC181281";"2018-04-15";"PROV40000850";"2018-03-05";"2018-04-18"
"FFCC181284";"2018-04-11";"PROV1441";"2018-02-18";"2018-04-14"
"FFCC181289";"2018-04-09";"PROV1976";"2018-03-09";"2018-04-12"
"FFCC181292";"2018-04-18";"PROV1650";"2018-03-21";"2018-04-21"
"FFCC181299";"2018-04-04";"PROV41001800";"2018-02-09";"2018-04-07"
"FFCC181320";"2018-04-18";"PROV1441";"2018-03-15";"2018-04-21"
"FFCC181347";"2018-04-01";"PROV1485";"2018-03-08";"2018-04-04"
"FFCC181348";"2018-04-04";"PROV1756";"2018-02-27";"2018-04-07"
"FFCC181352";"2018-04-25";"PROV40002720";"2018-03-16";"2018-04-28"
"FFCC181353";"2018-04-02";"PROV40000500";"2018-03-06";"2018-04-05"
"FFCC181354";"2018-04-16";"PROV40001000";"2018-03-04";"2018-04-19"
"FFCC181355";"2018-05-02";"PROV40000520";"2018-04-01";"2018-05-05"
"FFCC181372";"2018-04-20";"PROV1397";"2018-03-16";"2018-04-23"
"FFCC181373";"2018-04-21";"PROV40002330";"2018-03-09";"2018-04-24"
"FFCC181384";"2018-04-30";"PROV41000980";"2018-03-17";"2018-05-03"
"FFCC181392";"2018-04-30";"PROV40000850";"2018-04-10";"2018-05-03"
"FFCC181393";"2018-04-30";"PROV40000520";"2018-03-20";"2018-05-03"
"FFCC181395";"2018-04-23";"PROV40000187";"2018-03-30";"2018-04-26"
"FFCC181409";"2018-04-30";"PROV40002065";"2018-04-02";"2018-05-03"
"FFCC181410";"2018-04-25";"PROV1441";"2018-04-03";"2018-04-28"
"FFCC181417";"2018-04-01";"PROV1003";"2018-02-14";"2018-04-04"
"FFCC181420";"2018-04-30";"PROV40002330";"2018-04-09";"2018-05-03"
"FFCC181510";"2018-05-05";"PROV40002330";"2018-04-05";"2018-05-08"
"FFCC181512";"2018-05-01";"PROV1976";"2018-03-08";"2018-05-04"
"FFCC181514";"2018-05-04";"PROV40000520";"2018-04-03";"2018-05-07"
"FFCC181515";"2018-05-07";"PROV1484";"2018-03-11";"2018-05-10"
"FFCC181517";"2018-04-30";"PROV1938";"2018-04-19";"2018-05-03"
"FFCC181546";"2018-04-27";"PROV1014";"2018-04-12";"2018-04-30"
"FFCC181553";"2018-05-01";"PROV40001000";"2018-04-05";"2018-05-04"
"FFCC181555";"2018-05-01";"PROV1485";"2018-03-27";"2018-05-04"
"FFCC181559";"2018-04-27";"PROV40002220";"2018-03-18";"2018-04-30"
"FFCC181561";"2018-05-01";"PROV1397";"2018-04-16";"2018-05-04"
"FFCC181562";"2018-04-01";"PROV1875";"2018-03-13";"2018-04-04"
"FFCC181565";"2018-05-04";"PROV1756";"2018-04-06";"2018-05-07"
"FFCC181570";"2018-05-08";"PROV1170";"2018-04-14";"2018-05-11"
"FFCC181571";"2018-05-02";"PROV40001825";"2018-04-02";"2018-05-05"
"FFCC181572";"2018-05-03";"PROV40001825";"2018-04-19";"2018-05-06"
"FFCC181577";"2018-05-02";"PROV40001000";"2018-04-01";"2018-05-05"
"FFCC181578";"2018-05-12";"PROV40000850";"2018-04-22";"2018-05-15"
"FFCC181581";"2018-05-09";"PROV1441";"2018-04-15";"2018-05-12"
"FFCC181584";"2018-05-15";"PROV1485";"2018-04-22";"2018-05-18"
"FFCC181591";"2018-05-15";"PROV40001470";"2018-04-02";"2018-05-18"
"FFCC181596";"2018-05-14";"PROV1650";"2018-03-20";"2018-05-17"
"FFCC181603";"2018-05-15";"PROV1129";"2018-05-07";"2018-05-18"
"FFCC181605";"2018-05-10";"PROV1876";"2018-04-13";"2018-05-13"
"FFCC181653";"2018-05-01";"PROV1585";"2018-03-26";"2018-05-04"
"FFCC181658";"2018-05-01";"PROV1964";"2018-03-26";"2018-05-04"
"FFCC181661";"2018-05-01";"PROV1003";"2018-03-25";"2018-05-04"
"FFCC181666";"2018-05-15";"PROV1465";"2018-05-01";"2018-05-18"
"FFCC181676";"2018-05-01";"PROV40000500";"2018-03-27";"2018-05-04"
"FFCC181679";"2018-05-08";"PROV1734";"2018-04-01";"2018-05-11"
"FFCC181681";"2018-05-19";"PROV40000850";"2018-04-23";"2018-05-22"
"FFCC181685";"2018-05-11";"PROV1397";"2018-04-12";"2018-05-14"
"FFCC181686";"2018-05-18";"PROV40000500";"2018-05-07";"2018-05-21"
"FFCC181694";"2018-05-12";"PROV40002330";"2018-03-21";"2018-05-15"
"FFCC181697";"2018-05-16";"PROV1441";"2018-05-02";"2018-05-19"
"FFCC181702";"2018-05-20";"PROV1795";"2018-04-04";"2018-05-23"
"FFCC181704";"2018-05-18";"PROV1485";"2018-04-05";"2018-05-21"
"FFCC181707";"2018-05-15";"PROV1014";"2018-04-18";"2018-05-18"
"FFCC181708";"2018-05-16";"PROV1014";"2018-05-07";"2018-05-19"
"FFCC181709";"2018-05-15";"PROV1014";"2018-04-18";"2018-05-18"
"FFCC181722";"2018-05-19";"PROV40002330";"2018-04-19";"2018-05-22"
"FFCC181725";"2018-05-25";"PROV40002720";"2018-04-24";"2018-05-28"
"FFCC181734";"2018-05-25";"PROV40000520";"2018-04-20";"2018-05-28"
"FFCC181737";"2018-05-24";"PROV1938";"2018-05-09";"2018-05-27"
"FFCC181738";"2018-05-22";"PROV2101";"2018-04-29";"2018-05-25"
"FFCC181757";"2018-05-25";"PROV40000850";"2018-04-02";"2018-05-28"
"FFCC181761";"2018-05-01";"PROV1485";"2018-03-23";"2018-05-04"
"FFCC181763";"2018-05-22";"PROV1940";"2018-05-07";"2018-05-25"
"FFCC181767";"2018-05-22";"PROV1485";"2018-05-16";"2018-05-25"
"FFCC181776";"2018-05-22";"PROV1485";"2018-04-15";"2018-05-25"
"FFCC181782";"2018-05-25";"PROV40002330";"2018-05-05";"2018-05-28"
"FFCC181798";"2018-05-18";"PROV1014";"2018-04-28";"2018-05-21"
"FFCC181810";"2018-05-30";"PROV40002720";"2018-04-10";"2018-06-02"
"FFCC181821";"2018-05-31";"PROV40002065";"2018-05-12";"2018-06-03"
"FFCC181838";"2018-05-18";"PROV40000520";"2018-04-18";"2018-05-21"
"FFCC181839";"2018-05-31";"PROV40000520";"2018-05-08";"2018-06-03"
"FFCC181848";"2018-05-31";"PROV1938";"2018-04-21";"2018-06-03"
"FFCC181850";"2018-05-01";"PROV1475";"2018-03-26";"2018-05-04"
"FFCC181855";"2018-05-31";"PROV40000850";"2018-05-07";"2018-06-03"
"FFCC181858";"2018-06-05";"PROV1129";"2018-05-20";"2018-06-08"
"FFCC181867";"2018-05-01";"PROV1816";"2018-04-02";"2018-05-04"
