"Product";"Type";"Division";"Group";"ShortDescription";"Description"
"MP019399";;"Division 5";"Grupo 4";;"Texto Descripcion 213"
"MP019401";;"Division 5";"Grupo 4";;"Texto Descripcion 214"
"MP019403";;"Division 5";"Grupo 4";;"Texto Descripcion 215"
"MP019405";;"Division 5";"Grupo 4";;"Texto Descripcion 216"
"MP019407";;"Division 5";"Grupo 4";;"Texto Descripcion 217"
"MP019409";;"Division 5";"Grupo 4";;"Texto Descripcion 218"
"MP019411";;"Division 5";"Grupo 4";;"Texto Descripcion 219"
"MP019413";;"Division 5";"Grupo 4";;"Texto Descripcion 220"
"MP019415";;"Division 5";"Grupo 4";;"Texto Descripcion 221"
"MP019417";;"Division 5";"Grupo 4";;"Texto Descripcion 222"
"MP019419";;"Division 5";"Grupo 4";;"Texto Descripcion 223"
"MP019421";;"Division 5";"Grupo 4";;"Texto Descripcion 224"
"MP019422";"Tipo 12103";"Division 5";"Grupo 4";"Texto Search Descripcion 2551";"Texto Descripcion 51"
"MP019422A";;;;;"Texto Descripcion 51"
"MP019422B";;;;;"Texto Descripcion 51"
"MP019423";;"Division 5";"Grupo 4";;"Texto Descripcion 225"
"MP019424";"Tipo 12107";"Division 5";"Grupo 4";;"Texto Descripcion 51"
"MP019425";;"Division 5";"Grupo 4";;"Texto Descripcion 226"
"MP019427";;"Division 5";"Grupo 4";;"Texto Descripcion 227"
"MP019428";;"Division 5";"Grupo 4";;"Texto Descripcion 51"
"MP019430";;"Division 5";"Grupo 4";"Texto Search Descripcion 125";"Texto Descripcion 51"
"MP019431";;"Division 5";"Grupo 4";;"Texto Descripcion 51"
"MP019432";;"Division 5";"Grupo 4";"Texto Search Descripcion 125";"Texto Descripcion 117"
"MP019432A";;"Division 5";"Grupo 4";;"Texto Descripcion 117"
"MP019432B";;"Division 5";"Grupo 4";;"Texto Descripcion 117"
"MP019433";"Tipo 12104";"Division 5";"Grupo 4";;"Texto Descripcion 42"
"MP019434";;"Division 5";"Grupo 4";;"Texto Descripcion 51"
"MP019440";"Tipo 12105";"Division 5";"Grupo 4";;"Texto Descripcion 42"
"MP019450";;"Division 5";"Grupo 4";;"Texto Descripcion 228"
"MP019450-BANDA";;"Division 5";"Grupo 4";;"Texto Descripcion 51"
"MP019452";;"Division 5";"Grupo 4";"Texto Search Descripcion 125";"Texto Descripcion 229"
"MP019453";;"Division 5";"Grupo 4";"Texto Search Descripcion 2616";"Texto Descripcion 230"
"MP019500";;"Division 5";"Grupo 4";"Texto Search Descripcion 125";"Texto Descripcion 231"
"MP019502";;"Division 5";"Grupo 4";"Texto Search Descripcion 125";"Texto Descripcion 232"
"MP019550";"Tipo 12108";"Division 5";"Grupo 4";;"Texto Descripcion 51"
"MP019600";;"Division 5";"Grupo 4";"Texto Search Descripcion 125";"Texto Descripcion 51"
"MP019601";"Tipo 12112";"Division 5";"Grupo 4";;"Texto Descripcion 233"
"MP019602";"Tipo 12109";"Division 5";"Grupo 4";;"Texto Descripcion 51"
"MP019603";"Tipo 12110";"Division 5";"Grupo 4";;"Texto Descripcion 51"
"MP019604";"Tipo 12111";"Division 5";"Grupo 4";;"Texto Descripcion 51"
"MP019605";;"Division 5";"Grupo 4";"Texto Search Descripcion 2552";"Texto Descripcion 51"
"MP019606";;"Division 5";"Grupo 4";"Texto Search Descripcion 2553";"Texto Descripcion 51"
"MP019607";;"Division 5";"Grupo 4";"Texto Search Descripcion 871";"Texto Descripcion 51"
"MP019999";;"Division 5";"Grupo 4";"Texto Search Descripcion 2617";"Texto Descripcion 234"
"MP02001";;"Division 3";"Grupo 2";"Texto Search Descripcion 617";"Texto Descripcion 96"
"MP02002";;"Division 3";"Grupo 2";"Texto Search Descripcion 2618";"Texto Descripcion 235"
"MP02003";;"Division 3";"Grupo 2";"Texto Search Descripcion 2619";"Texto Descripcion 236"
"MP02004";;"Division 3";"Grupo 2";"Texto Search Descripcion 2620";"Texto Descripcion 237"
"MP02005";;"Division 3";"Grupo 2";"Texto Search Descripcion 2621";"Texto Descripcion 238"
"MP02006";;"Division 3";"Grupo 2";"Texto Search Descripcion 2622";"Texto Descripcion 239"
"MP02007";;"Division 3";"Grupo 2";"Texto Search Descripcion 2623";"Texto Descripcion 240"
"MP02009";;"Division 3";"Grupo 2";"Texto Search Descripcion 2624";"Texto Descripcion 241"
"MP02011";;"Division 3";"Grupo 2";"Texto Search Descripcion 2625";"Texto Descripcion 242"
"MP02012";;"Division 3";"Grupo 2";"Texto Search Descripcion 2626";"Texto Descripcion 243"
"MP02013";;"Division 3";"Grupo 2";"Texto Search Descripcion 2627";"Texto Descripcion 244"
"MP02014";;"Division 3";"Grupo 2";"Texto Search Descripcion 2628";"Texto Descripcion 245"
"MP02015";;"Division 3";"Grupo 2";"Texto Search Descripcion 617";"Texto Descripcion 96"
"MP02016";"Tipo 11904";"Division 3";"Grupo 2";"Texto Search Descripcion 469";"Texto Descripcion 83"
"MP02017";"Tipo 11905";"Division 3";"Grupo 2";"Texto Search Descripcion 469";"Texto Descripcion 83"
"MP02018";"Tipo 11906";"Division 3";"Grupo 2";"Texto Search Descripcion 469";"Texto Descripcion 83"
"MP02019";"Tipo 11907";"Division 3";"Grupo 2";"Texto Search Descripcion 469";"Texto Descripcion 83"
"MP02020";"Tipo 11908";"Division 3";"Grupo 2";"Texto Search Descripcion 469";"Texto Descripcion 83"
"MP02021";"Tipo 5471";"Division 3";"Grupo 2";"Texto Search Descripcion 617";"Texto Descripcion 96"
"MP02022";"Tipo 2911";"Division 3";"Grupo 2";"Texto Search Descripcion 2629";"Texto Descripcion 246"
"MP02023";"Tipo 11909";"Division 3";"Grupo 2";"Texto Search Descripcion 469";"Texto Descripcion 83"
"MP02024";"Tipo 11910";"Division 3";"Grupo 2";"Texto Search Descripcion 469";"Texto Descripcion 83"
"MP02025";"Tipo 11923";"Division 3";"Grupo 2";"Texto Search Descripcion 617";"Texto Descripcion 96"
"MP02101";;"Division 3";"Grupo 2";"Texto Search Descripcion 2630";"Texto Descripcion 247"
"MP02105";;"Division 3";"Grupo 2";"Texto Search Descripcion 2631";"Texto Descripcion 248"
"MP02106";;"Division 3";"Grupo 2";"Texto Search Descripcion 2632";"Texto Descripcion 249"
"MP02108";;"Division 3";"Grupo 2";"Texto Search Descripcion 2633";"Texto Descripcion 250"
"MP02109";;"Division 3";"Grupo 2";"Texto Search Descripcion 2634";"Texto Descripcion 251"
"MP02110";"Tipo 11931";"Division 3";"Grupo 2";"Texto Search Descripcion 1516";"Texto Descripcion 252"
"MP021100";"Tipo 11832";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021101";"Tipo 11928";"Division 3";"Grupo 2";"Texto Search Descripcion 963";"Texto Descripcion 118"
"MP021102";"Tipo 11929";"Division 3";"Grupo 2";"Texto Search Descripcion 963";"Texto Descripcion 118"
"MP021103";"Tipo 11833";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021104";"Tipo 11834";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021105";"Tipo 11835";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021106";"Tipo 11836";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021107";"Tipo 11837";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021108";"Tipo 11838";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021109";"Tipo 11839";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP02111";"Tipo 2911";"Division 3";"Grupo 2";"Texto Search Descripcion 963";"Texto Descripcion 118"
"MP021110";"Tipo 11840";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021111";"Tipo 11841";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021112";"Tipo 2840";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021113";"Tipo 11842";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021114";"Tipo 11843";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021115";"Tipo 11844";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021116";"Tipo 11845";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021117";"Tipo 5824";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021118";"Tipo 5824";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021119";"Tipo 11846";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021120";"Tipo 11847";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021121";"Tipo 495";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021122";"Tipo 11848";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021123";"Tipo 67";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021124";"Tipo 11849";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021125";"Tipo 11850";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021126";"Tipo 10393";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021127";"Tipo 733";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021128";"Tipo 2441";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021129";"Tipo 10394";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP02113";"Tipo 11851";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021130";"Tipo 10395";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021131";"Tipo 43";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021132";"Tipo 3517";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021133";"Tipo 2866";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021134";"Tipo 976";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP02114";"Tipo 11981";"Division 3";"Grupo 2";"Texto Search Descripcion 2554";"Texto Descripcion 52"
"MP02115";"Tipo 11852";"Division 3";"Grupo 2";"Texto Search Descripcion 51";"Texto Descripcion 52"
"MP021202K";"Tipo 5818";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021203K";"Tipo 5818";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021204K";"Tipo 11762";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021205K";"Tipo 11763";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021206K";"Tipo 11764";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021207K";"Tipo 5819";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021208K";"Tipo 5819";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021209K";"Tipo 11765";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021210K";"Tipo 11766";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021211K";"Tipo 4314";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021212K";"Tipo 4314";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021213K";"Tipo 11761";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021214K";"Tipo 4314";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021215K";"Tipo 5820";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021216K";"Tipo 5820";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021217K";"Tipo 5821";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021218K";"Tipo 5821";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021219K";"Tipo 11768";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021220K";"Tipo 11769";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021221K";"Tipo 11770";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021222K";"Tipo 11771";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021223K";"Tipo 11772";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021224K";"Tipo 11773";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021225K";"Tipo 11774";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021226K";"Tipo 11775";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021227K";"Tipo 11776";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021228K";"Tipo 11777";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021229K";"Tipo 11778";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021230K";"Tipo 11779";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021231K";"Tipo 11780";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021232K";"Tipo 11781";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021233K";"Tipo 11782";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021234K";"Tipo 5822";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021235K";"Tipo 5822";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021236K";"Tipo 11783";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021237K";"Tipo 11784";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021238K";"Tipo 11785";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021239K";"Tipo 11786";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021240K";"Tipo 11787";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021241K";"Tipo 11788";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021242K";"Tipo 11789";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021243K";"Tipo 11790";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021244K";"Tipo 11791";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021245K";"Tipo 11792";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021246K";"Tipo 11793";"Division 3";"Grupo 2";"Texto Search Descripcion 45";"Texto Descripcion 46"
"MP021500";"Tipo 783";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021501";"Tipo 5741";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021502";"Tipo 5741";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021503";"Tipo 475";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021504";"Tipo 10396";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021505";"Tipo 2004";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021506";"Tipo 4278";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021507";"Tipo 2005";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021508";"Tipo 5721";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021509";"Tipo 407";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021510";"Tipo 978";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215100";"Tipo 2461";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215101";"Tipo 4836";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215102";"Tipo 10922";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215103";"Tipo 10923";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215104";"Tipo 993";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215105";"Tipo 993";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215106";"Tipo 2463";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215107";"Tipo 4837";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215108";"Tipo 657";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215109";"Tipo 994";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021511";"Tipo 408";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215110";"Tipo 2464";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215111";"Tipo 10924";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215112";"Tipo 1566";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215113";"Tipo 2465";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215114";"Tipo 2465";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215115";"Tipo 4838";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215116";"Tipo 283";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215117";"Tipo 283";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215118";"Tipo 285";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215119";"Tipo 285";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021512";"Tipo 239";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215120";"Tipo 2877";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215121";"Tipo 1146";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215122";"Tipo 1146";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215123";"Tipo 10925";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215124";"Tipo 10926";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215125";"Tipo 10927";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215126";"Tipo 659";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215127";"Tipo 10928";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215128";"Tipo 10929";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215129";"Tipo 10930";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021513";"Tipo 640";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215130";"Tipo 659";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215131";"Tipo 4850";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215132";"Tipo 10931";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215133";"Tipo 10932";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215134";"Tipo 10933";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215135";"Tipo 10934";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215136";"Tipo 10935";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215137";"Tipo 3554";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215138";"Tipo 3554";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215139";"Tipo 2010";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021514";"Tipo 3518";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215140";"Tipo 2010";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215141";"Tipo 2010";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215142";"Tipo 2010";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215143";"Tipo 2010";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215144";"Tipo 1577";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215145";"Tipo 1577";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215146";"Tipo 1577";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215147";"Tipo 1577";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215148";"Tipo 10936";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215149";"Tipo 10937";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021515";"Tipo 3519";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215150";"Tipo 10938";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215151";"Tipo 10939";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215152";"Tipo 4854";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215153";"Tipo 10940";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215154";"Tipo 10941";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215155";"Tipo 3556";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215156";"Tipo 3556";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215157";"Tipo 10942";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215158";"Tipo 2470";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215159";"Tipo 2471";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021516";"Tipo 3519";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215160";"Tipo 10943";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215161";"Tipo 2472";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215162";"Tipo 10944";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215163";"Tipo 10945";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215164";"Tipo 1006";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215165";"Tipo 1006";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215166";"Tipo 10946";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215167";"Tipo 10947";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215168";"Tipo 10948";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215169";"Tipo 10949";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021517";"Tipo 3520";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215170";"Tipo 2474";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215171";"Tipo 2474";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215172";"Tipo 1147";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215173";"Tipo 482";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215174";"Tipo 1150";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215175";"Tipo 1150";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215176";"Tipo 69";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215177";"Tipo 69";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215178";"Tipo 373";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215179";"Tipo 373";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP021518";"Tipo 2442";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215180";"Tipo 176";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215181";"Tipo 10950";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215182";"Tipo 10951";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215183";"Tipo 3568";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215184";"Tipo 3568";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
"MP0215185";"Tipo 10952";"Division 3";"Grupo 2";"Texto Search Descripcion 12";"Texto Descripcion 15"
