IDSupplier,YearMonth,total_amount_eur,num_products,num_invoices
PROV1428,2020-05,8520.61951974319,4,1
PROV40002220,2015-09,8510.151916722527,8,1
PROV1129,2020-12,8489.318775135454,1,2
PROV1428,2017-02,8486.228834180063,3,1
PROV1734,2019-05,8448.172551298028,3,2
PROV1428,2014-10,8396.492787971172,3,1
PROV1756,2015-09,8373.11421977383,25,1
PROV1027,2014-12,8370.372268490592,2,1
PROV1900,2018-06,8354.750310819441,1,1
PROV41000895,2017-04,8349.930148928299,2,2
PROV40002220,2015-03,8332.212857355547,8,2
PROV40000520,2014-12,8324.314593124736,3,3
PROV1650,2021-03,8308.014152600077,2,2
PROV1940,2020-02,8264.158562961395,12,1
PROV1650,2017-07,8263.119226016714,3,1
PROV40000850,2014-09,8236.179173795472,4,1
PROV1650,2018-09,8235.840453269462,3,3
PROV1014,2016-07,8212.902650520653,8,4
PROV1756,2021-05,8192.322728935875,18,3
PROV40000520,2019-12,8174.654622761165,4,2
PROV2164,2021-03,8167.953105225195,6,1
PROV1397,2017-08,8149.873093356292,7,2
PROV40000850,2017-03,8147.942492773074,4,3
PROV40002220,2020-06,8140.782025808199,2,1
PROV1170,2014-09,8137.914595457348,2,1
PROV40002220,2015-06,8136.041272127552,5,1
PROV1976,2019-12,8134.43028935862,47,1
PROV1650,2017-11,8113.680119779514,1,1
PROV40002220,2016-07,8113.411837718111,6,1
PROV40001825,2019-02,8084.1372854477295,1,1
PROV1940,2018-07,8073.6809816395025,9,1
PROV1441,2018-06,8073.011666265729,2,3
PROV40002220,2020-03,8055.523319181042,7,1
PROV2318,2021-03,8037.652045695693,1,1
PROV1129,2017-06,8014.589889639316,5,1
PROV1428,2014-12,8012.020041745328,3,2
PROV1756,2020-05,7958.795731453906,4,1
PROV1734,2017-09,7958.554043104211,6,2
PROV1964,2017-12,7946.536912619253,8,1
PROV1870,2016-04,7942.259417833469,4,1
PROV1752,2015-04,7937.699173129976,1,1
PROV1756,2017-12,7926.192401716841,24,1
PROV1725,2014-12,7924.348045825856,1,3
PROV1734,2017-10,7921.31519330947,2,2
PROV1441,2015-01,7915.6420972214,1,1
PROV1129,2015-08,7910.2047426808285,4,2
PROV40000187,2019-04,7857.221158220727,3,2
PROV1875,2016-07,7853.574232814184,17,1
PROV40000520,2019-03,7852.66431924399,3,4
PROV40000187,2016-07,7843.3087240262075,7,2
PROV1129,2017-09,7839.920754029292,5,2
PROV1441,2018-09,7834.805862497461,2,2
PROV1876,2020-11,7834.509460877879,1,2
PROV1734,2018-01,7833.887819179152,2,1
PROV1964,2019-08,7815.844347907074,12,1
PROV41001401,2017-03,7803.779279734932,2,2
PROV40002330,2018-06,7803.215627478159,2,3
PROV40000187,2021-04,7801.800998183315,8,3
PROV1876,2016-01,7776.069235805991,1,2
PROV1129,2019-04,7775.156610418502,2,1
PROV1650,2016-04,7769.709650636229,4,3
PROV1597,2015-03,7749.853825610674,7,1
PROV1428,2015-01,7730.987870573464,5,1
PROV1964,2018-05,7725.91778474322,11,1
PROV1875,2018-04,7723.160193620926,19,2
PROV1129,2018-08,7713.6990041066965,3,1
PROV1968,2019-05,7700.010693725208,7,1
PROV40002220,2020-05,7679.391833148382,4,2
PROV1756,2021-03,7667.825296929118,16,1
PROV40002065,2021-06,7657.34005340959,1,1
PROV1756,2017-08,7646.006014451345,16,1
PROV40000187,2019-01,7643.8139716242995,6,2
PROV1875,2020-07,7642.908617148128,18,1
PROV1733,2015-11,7640.820232411181,4,1
PROV1014,2015-06,7626.840438375571,9,9
PROV1323,2015-07,7623.351217370753,1,1
PROV1129,2017-11,7599.334634524336,4,2
PROV40000187,2018-03,7575.947591651145,6,1
PROV1876,2019-10,7574.393755231968,1,1
PROV1650,2016-08,7562.906672647723,3,3
PROV1734,2017-01,7545.057546692196,2,5
PROV40000187,2019-09,7538.926864094685,4,2
PROV1756,2016-03,7527.536040680363,24,2
PROV1129,2018-07,7518.700765394055,2,2
PROV1465,2017-05,7517.692330136167,2,2
PROV1027,2021-03,7513.812562526713,3,3
PROV1441,2014-12,7510.611680811786,1,3
PROV1964,2018-11,7493.556305248287,11,2
PROV1129,2020-03,7469.005343803454,3,1
PROV1875,2016-02,7421.268286804931,20,1
PROV40001000,2014-06,7405.105989531171,2,2
PROV1129,2021-04,7390.9297392802255,3,2
PROV40002720,2021-05,7379.717300938743,10,2
PROV1398,2020-04,7364.128582246674,38,1
PROV40002330,2018-12,7356.205321955345,2,3
PROV1875,2021-03,7345.715420526387,21,1
PROV1129,2015-11,7320.41527632685,4,1
PROV1129,2017-04,7319.660871893383,4,1
PROV1129,2021-02,7318.673486516013,6,1
PROV41001401,2016-12,7315.2729746561745,3,3
PROV1216,2015-02,7312.512063503733,2,2
PROV40001825,2017-02,7311.371122722819,2,3
PROV1938,2019-09,7307.2994083815365,1,1
PROV40002330,2017-02,7302.52214002277,2,4
PROV1938,2020-01,7299.332774508227,1,1
PROV41001401,2015-04,7291.630764510049,4,4
PROV1428,2017-10,7283.231730211877,5,2
PROV40002220,2017-11,7272.028316808952,5,2
PROV1129,2018-11,7264.113387382506,4,2
PROV40000187,2019-05,7256.464323549332,9,3
PROV40000520,2021-03,7236.684237919462,3,4
PROV1027,2014-06,7223.158331996433,2,4
PROV1756,2018-04,7216.595402816422,26,1
PROV1441,2020-06,7200.500616984946,1,2
PROV1650,2019-01,7199.661684632603,1,1
PROV1756,2015-05,7183.651330265434,35,1
PROV40002720,2019-04,7171.34680855332,12,2
PROV40002720,2015-07,7154.357053536076,7,1
PROV1756,2017-01,7142.711631920396,14,1
PROV40002330,2019-12,7140.595836501272,2,1
PROV1441,2017-09,7134.484582732533,1,3
PROV1397,2020-03,7130.026500132439,6,1
PROV40001000,2014-09,7129.196509360242,2,2
PROV1876,2017-12,7123.987617628051,1,2
PROV1756,2021-01,7103.0109390092675,32,1
PROV1134,2017-03,7090.287133420944,1,1
PROV41001401,2018-02,7081.390201545344,2,2
PROV40000187,2015-07,7079.905795587874,8,2
PROV2128,2020-10,7075.916265075867,4,2
PROV40000850,2017-07,7060.531911935716,4,3
PROV41001800,2018-01,7041.737339349449,2,2
PROV40002330,2018-08,7040.299054836657,3,2
PROV40000850,2014-10,7029.910667293068,2,1
PROV1968,2019-10,7000.036189326857,12,1
PROV1938,2020-11,6997.861690129567,1,2
PROV1558,2017-06,6994.100263898274,2,1
PROV40002220,2016-11,6991.773801922518,6,1
PROV40000850,2015-07,6991.277334229236,5,1
PROV1834,2017-03,6991.215012014858,10,1
PROV40001000,2015-01,6986.204703822361,2,2
PROV40000850,2017-11,6967.626197808701,3,2
PROV1816,2020-12,6967.198607589752,4,1
PROV1129,2016-11,6946.526998215878,4,3
PROV40002330,2014-08,6937.391811446777,1,2
PROV40002330,2017-07,6936.505669718119,2,1
PROV40000187,2018-09,6931.24259889204,10,2
PROV40001000,2017-03,6911.515035568413,1,1
PROV40000235,2020-11,6893.489218550691,1,1
PROV40000187,2015-03,6885.912492336044,5,3
PROV1940,2017-06,6885.1318086297015,1,1
PROV1428,2016-10,6877.07027776842,10,2
PROV40000850,2015-10,6856.695815391615,2,1
PROV1027,2018-08,6856.117207321251,1,1
PROV40001600,2016-02,6845.5526363257495,1,1
PROV1129,2014-09,6842.579134055316,2,2
PROV1938,2021-06,6836.458725510352,1,1
PROV40002220,2019-10,6831.803723269021,4,1
PROV1650,2017-03,6802.3465375630485,3,1
PROV40001825,2017-05,6786.101206438241,4,3
PROV1734,2017-06,6784.091706190082,2,1
PROV1900,2019-05,6768.987220267797,1,1
PROV40002330,2019-01,6768.459692569782,2,3
PROV1027,2021-02,6717.872018142309,3,1
PROV40002330,2019-11,6699.694715430307,3,3
PROV1170,2015-07,6697.864154465797,2,2
PROV40002720,2017-07,6696.463668853166,7,2
PROV1876,2019-11,6694.438828666207,1,2
PROV1597,2017-06,6692.489534974762,7,1
PROV40001600,2014-06,6669.826964608851,1,1
PROV40000850,2017-10,6662.13722293798,4,3
PROV40000850,2017-05,6653.634892481359,3,3
PROV40002330,2021-01,6646.133947578158,2,4
PROV1756,2017-03,6643.555769562619,26,2
PROV1756,2018-01,6631.234051628687,23,1
PROV40002330,2016-01,6623.454439672296,2,3
PROV1900,2018-07,6605.602518411984,1,1
PROV1428,2016-06,6604.349749613283,6,1
PROV1441,2018-03,6603.811810292002,1,2
PROV1027,2020-02,6598.3499072448985,3,1
PROV40000187,2021-02,6597.193155746446,6,1
PROV1900,2021-02,6588.177807110134,2,2
PROV1027,2018-11,6579.062984075802,4,3
PROV40000187,2018-11,6569.475050942382,6,2
PROV40002720,2021-02,6530.805486440814,9,2
PROV1936,2017-01,6528.442256416578,5,1
PROV1597,2016-03,6526.107129485741,7,1
PROV1397,2017-11,6524.222266684374,5,1
PROV40000850,2015-05,6521.780890282405,3,2
PROV2197,2020-04,6519.27456649063,12,1
PROV40000187,2017-08,6508.450169824584,6,2
PROV1428,2021-01,6490.791534616896,2,1
PROV1900,2021-03,6470.612997840436,6,1
PROV1876,2016-12,6462.546667978516,1,1
PROV40000500,2019-06,6453.689368403904,3,2
PROV1756,2017-05,6452.452130855547,21,1
PROV40000187,2017-09,6452.205181129811,8,2
PROV1876,2021-04,6412.897501629544,1,2
PROV40000500,2019-05,6408.767971966998,5,2
PROV1777,2015-01,6407.430293944621,1,1
PROV40001000,2015-05,6389.93081202801,1,1
PROV1397,2014-12,6380.260468765024,8,1
PROV1465,2019-06,6364.1340329473915,5,2
PROV1876,2017-02,6357.474702876337,1,2
PROV1441,2019-04,6348.873257767936,2,1
PROV2381,2021-06,6336.019548141601,1,1
PROV40002720,2019-07,6321.353809501215,6,1
PROV1441,2018-02,6291.935831508294,2,1
PROV1875,2018-06,6287.605114267758,21,2
PROV1650,2018-08,6280.315036246132,3,3
PROV1756,2018-02,6276.64112649518,20,1
PROV2197,2019-12,6274.678226483623,9,1
PROV1027,2020-08,6268.323646117286,3,1
PROV40002220,2021-03,6245.587778778971,5,1
PROV1649,2015-01,6222.817782436005,1,1
PROV40002220,2015-11,6219.429795779784,4,3
PROV40000520,2016-01,6216.148806148021,4,3
PROV1441,2016-08,6213.1171311726575,2,1
PROV1027,2020-05,6195.912168683554,1,1
PROV40002220,2016-06,6185.813299245998,4,2
PROV1734,2014-10,6180.186651219688,1,1
PROV1397,2020-05,6174.547731188526,2,1
PROV1397,2018-08,6168.674606267635,6,3
PROV1129,2020-11,6165.370956315442,3,1
PROV40000850,2017-06,6161.252437304975,4,2
PROV40002220,2014-08,6153.580000222846,4,1
PROV1734,2015-07,6151.53654555964,2,1
PROV1649,2016-01,6148.624683070787,1,1
PROV1733,2018-12,6142.09913274272,3,1
PROV40001000,2016-03,6135.052994068664,1,3
PROV40002720,2020-03,6134.652720631449,10,1
PROV40000187,2021-01,6131.066680819092,5,1
PROV40000187,2014-09,6108.71033966733,4,1
PROV1397,2015-06,6107.1387276731375,6,1
PROV1650,2019-05,6105.090597011519,2,1
PROV40001825,2020-09,6101.745141135022,3,3
PROV40000500,2018-07,6088.343300836792,6,5
PROV40000850,2014-07,6070.392566113514,4,2
PROV40000187,2018-08,6063.1273415900305,5,1
PROV40001000,2020-05,6057.684000000001,2,1
PROV1756,2020-09,6018.4726967289635,20,1
PROV1940,2018-01,5998.820369584185,8,1
PROV1756,2015-12,5991.431967525037,24,1
PROV1875,2016-11,5982.418566370768,8,1
PROV40000187,2020-06,5981.768042361879,6,1
PROV1796,2015-03,5966.432570266137,1,2
PROV1876,2015-11,5951.927887670116,1,2
PROV1129,2019-11,5933.338317549762,2,2
PROV40002330,2015-03,5927.510566448224,2,3
PROV40002330,2015-08,5919.124560350429,2,1
PROV40002220,2020-10,5915.5417808793,7,1
PROV40001825,2021-03,5909.619009082508,2,2
PROV1458,2015-03,5907.592645375455,2,1
PROV1875,2017-01,5903.724574073189,24,1
PROV1397,2014-10,5898.913551757378,1,1
PROV40000187,2019-12,5895.848389224086,6,3
PROV1597,2017-12,5887.96967167764,7,1
PROV1756,2019-08,5886.32728379945,8,1
PROV1876,2021-02,5874.218113758248,1,2
PROV40002720,2018-07,5869.3515084411665,9,2
PROV1649,2015-04,5866.5798597784515,4,2
PROV40000187,2019-03,5823.559642639204,6,3
PROV40000500,2020-10,5819.779572557312,3,1
PROV1156,2015-01,5795.556718280297,3,3
PROV1811,2021-05,5789.317216626634,1,1
PROV1938,2020-12,5784.898997173776,1,1
PROV2045,2017-12,5783.605373382888,1,1
PROV1216,2014-08,5759.051979571084,2,2
PROV1756,2016-10,5748.726862622474,17,1
PROV40000850,2017-09,5736.831720823121,5,2
PROV1650,2017-05,5731.514696652355,3,1
PROV2164,2020-03,5717.4961816210825,7,1
PROV40002330,2015-01,5708.553333175853,3,3
PROV40000520,2015-01,5697.528802841536,3,1
PROV1129,2016-06,5679.538715984754,3,1
PROV1441,2021-05,5677.638342669669,1,1
PROV40000850,2019-05,5673.391291606024,2,1
PROV40002330,2016-12,5664.2751821824095,2,4
PROV40000520,2018-12,5652.609146031291,2,2
PROV40000235,2021-05,5646.2439731648565,2,2
PROV1900,2018-01,5643.180111614577,2,1
PROV40000850,2019-01,5641.068132591869,4,3
PROV1441,2019-11,5631.738954061365,2,2
PROV1465,2020-06,5621.293002534014,1,1
PROV1756,2020-08,5585.212660346447,10,1
PROV1441,2019-03,5577.5102315734375,1,4
PROV40000500,2014-10,5576.062669526601,3,3
PROV40000850,2017-01,5560.79553793789,3,1
PROV1133,2020-11,5539.230116828441,2,1
PROV1650,2016-07,5531.432285441773,4,3
PROV2128,2021-02,5529.595662766991,3,2
PROV1597,2017-08,5528.8164090448745,6,1
PROV2164,2020-11,5523.163745034964,6,1
PROV1027,2017-10,5509.279687643097,2,2
PROV40001825,2016-06,5505.806823703665,5,4
PROV40002330,2014-11,5483.157997679048,1,3
PROV1734,2018-07,5475.465208725939,3,4
PROV1597,2018-03,5472.278745049413,3,1
PROV1027,2016-11,5468.114536486838,1,1
PROV1756,2016-09,5465.465288740906,13,1
PROV1441,2019-09,5463.670719474252,1,1
PROV1465,2018-05,5450.821136381903,2,1
PROV1834,2016-12,5449.149180860688,2,1
PROV40000187,2020-07,5448.652140867124,5,2
PROV1650,2015-07,5443.383102877128,4,2
PROV1594,2015-05,5437.214662849754,1,1
PROV1129,2016-03,5435.904136610502,3,1
PROV1936,2017-07,5432.17654417545,8,1
PROV1978,2019-02,5418.0,1,1
PROV1465,2020-01,5416.062083852412,2,1
PROV40000187,2021-05,5412.142812646844,3,2
PROV40000850,2018-05,5403.924370007546,5,4
PROV1428,2015-10,5394.566220331462,3,1
PROV40000850,2015-06,5393.144111715567,4,1
PROV40001825,2015-10,5354.192130744939,8,2
PROV41000232,2019-03,5301.873738523996,1,1
PROV1756,2019-04,5290.025486493484,1,1
PROV41001142,2017-03,5288.796735621374,1,1
PROV1441,2014-10,5282.515658620765,1,2
PROV1876,2018-01,5278.497791517564,1,2
PROV1947,2016-11,5277.050594483614,1,1
PROV40000187,2020-11,5275.041164646511,8,2
PROV40002720,2019-09,5262.855615617584,6,1
PROV1133,2016-02,5261.3986205389565,1,1
PROV40002330,2020-05,5254.840266398155,3,3
PROV40002220,2015-10,5250.386537303156,6,3
PROV40000187,2019-10,5243.166819867779,5,2
PROV1876,2016-02,5220.897252099274,1,3
PROV1649,2016-04,5213.281592320851,3,3
PROV1816,2020-11,5182.518041477697,7,1
PROV1129,2016-08,5161.022772696722,4,2
PROV40002220,2018-03,5144.081351616036,4,2
PROV1129,2018-04,5142.391200335923,1,1
PROV40002330,2015-02,5132.217963532738,1,1
PROV1465,2019-11,5130.6740102021395,2,2
PROV40002220,2017-09,5110.057715042652,5,1
PROV1876,2019-01,5108.390396239745,1,4
PROV40000235,2020-04,5085.716760291713,2,1
PROV1441,2016-01,5082.4800000000005,2,2
PROV1649,2014-08,5071.138866427468,2,1
PROV1734,2017-03,5069.763455026303,2,1
PROV1129,2021-05,5067.267690133781,1,1
PROV1938,2017-12,5059.332759733566,1,1
PROV1441,2016-10,5043.976033564834,1,2
PROV1834,2015-11,5037.258489210613,4,1
PROV1650,2020-06,5036.209398666783,2,1
PROV40002220,2019-08,5035.19872231738,6,1
PROV1129,2020-07,5004.00906281799,1,2
PROV1428,2016-01,4995.7086036268465,3,1
PROV1838,2017-09,4986.504957886729,1,1
PROV40001825,2017-04,4958.156317252259,1,1
PROV1876,2021-05,4957.723927838418,1,1
PROV1428,2016-12,4949.824696887564,5,1
PROV1441,2018-04,4944.944594501665,2,4
PROV1756,2016-05,4924.3138334322075,17,1
PROV1756,2020-11,4907.885519581242,1,1
PROV40000500,2018-06,4903.600461427302,2,2
PROV1170,2015-02,4903.163468937941,2,1
PROV1734,2016-01,4899.250021574164,2,1
PROV40000850,2018-08,4896.238558927242,4,1
PROV40002720,2015-04,4892.489586267672,7,1
PROV40000187,2014-11,4892.280924180181,5,2
PROV1657,2014-06,4890.6518332546775,2,1
PROV40002330,2015-10,4885.801771654762,3,2
PROV1484,2017-06,4885.754071442277,1,1
PROV1558,2017-03,4875.761411086921,1,1
PROV1484,2018-09,4863.965325211862,1,1
PROV1734,2015-08,4852.7340884052455,2,1
PROV40000187,2018-02,4847.827434444836,5,2
PROV1649,2018-02,4845.817713865941,1,1
PROV40000187,2021-03,4837.172577076796,8,1
PROV1597,2016-11,4834.404592857727,6,2
PROV40000187,2014-12,4831.803749387758,7,3
PROV1441,2014-11,4831.517405202043,2,3
PROV1027,2016-03,4821.231661862563,1,1
PROV1397,2019-10,4806.919556248786,2,1
PROV40002720,2020-11,4796.36151254504,9,2
PROV1323,2017-07,4787.008157549393,1,1
PROV1129,2019-10,4771.46581405925,3,1
PROV40002720,2021-04,4764.312867969878,7,1
PROV40000187,2015-09,4759.336156930429,7,3
PROV1756,2015-02,4745.157508805572,26,1
PROV40000500,2020-04,4704.091843960738,1,2
PROV1458,2015-08,4687.3685350973465,1,1
PROV1323,2015-12,4656.187074521808,1,1
PROV40000850,2014-11,4646.407127357715,1,1
PROV1964,2020-11,4641.378043022986,11,1
PROV40000187,2019-06,4638.2525633450905,5,2
PROV1443,2017-03,4631.559816868302,1,1
PROV1756,2019-09,4625.043182945312,22,1
PROV40002720,2017-05,4611.5182410747275,10,1
PROV1756,2016-11,4609.14864674322,20,1
PROV1938,2020-05,4602.795834532043,1,1
PROV1014,2019-09,4593.246833343509,6,4
PROV1027,2015-10,4587.643819266607,1,1
PROV1428,2019-06,4580.49373441763,4,1
PROV40000520,2021-01,4574.043805947869,2,1
PROV1949,2017-01,4573.016985610081,1,1
PROV1756,2014-12,4571.301690082432,26,1
PROV1938,2020-02,4566.4611703389855,1,1
PROV2036,2017-11,4559.028,1,1
PROV1940,2019-03,4551.353373253744,6,1
PROV1465,2019-07,4536.2809002793265,1,1
PROV40000850,2016-03,4535.480438711875,3,2
PROV2128,2020-05,4527.929537259408,2,2
PROV40000235,2015-10,4520.745027682447,1,1
PROV1428,2017-11,4502.172574143375,1,1
PROV1964,2019-03,4500.191981465225,8,2
PROV41001800,2018-02,4484.75275182686,6,6
PROV1014,2018-08,4479.979216290686,4,4
PROV1875,2016-09,4470.620975986946,18,2
PROV1734,2018-06,4468.619563232372,3,2
PROV1938,2019-10,4466.458885242051,1,1
PROV1014,2017-07,4460.181049753974,5,4
PROV40002720,2016-07,4453.957637239005,7,2
PROV1900,2016-06,4449.5327077144975,1,1
PROV40002220,2016-05,4444.849976540017,5,2
PROV1129,2021-03,4439.292302007476,2,1
PROV1397,2016-12,4432.112594881458,2,1
PROV1756,2015-10,4429.245624399875,25,1
PROV1014,2021-04,4420.5752871780005,5,5
PROV1876,2018-03,4406.150143055261,1,2
PROV1734,2014-08,4400.742946699578,2,1
PROV1758,2017-10,4399.890956603905,1,1
PROV1558,2016-09,4390.644179655718,1,1
PROV1129,2016-05,4380.7735261136295,5,2
PROV1441,2016-12,4380.096404182208,1,2
PROV1551,2014-07,4378.259219197691,2,1
PROV1129,2019-03,4371.244661935725,8,1
PROV1428,2017-06,4370.139190782598,6,1
PROV1734,2016-02,4364.487003425841,2,2
PROV1428,2017-04,4356.668970637559,5,1
PROV1014,2021-05,4356.565375451805,5,4
PROV1649,2019-05,4356.05302398809,1,2
PROV40000187,2019-07,4339.81490747216,6,2
PROV1650,2018-07,4337.82351319595,3,2
PROV40001000,2015-08,4318.935982820086,1,2
PROV2128,2019-06,4312.732639855091,2,2
PROV40002720,2018-03,4312.710009179906,6,1
PROV1756,2019-12,4296.259941737748,1,1
PROV1756,2016-04,4290.181189310574,18,1
PROV1551,2019-07,4288.3935760453405,1,1
PROV1465,2020-09,4282.988463931269,2,2
PROV40000850,2020-03,4282.651167982849,2,1
PROV1756,2015-11,4282.553779189152,18,1
PROV40000187,2016-03,4257.560488068742,3,1
PROV40000500,2020-08,4254.790042617542,3,2
PROV1968,2019-09,4252.123491335646,7,1
PROV40000010,2017-09,4247.103434474327,2,1
PROV1650,2020-11,4237.862933103968,1,2
PROV40000500,2019-03,4234.897254408353,3,3
PROV40002220,2014-11,4231.437035920462,5,1
PROV1014,2020-09,4227.368635250908,5,5
PROV40000500,2019-10,4225.150128876924,3,2
PROV40000520,2020-05,4224.182666577614,3,2
PROV40001825,2016-11,4208.896854799914,2,1
PROV40000500,2016-01,4180.188412687074,4,2
PROV1650,2019-02,4175.731562991504,1,1
PROV1465,2015-06,4165.929265060906,1,1
PROV1964,2020-04,4165.784926176564,3,1
PROV1649,2015-10,4161.825941807698,1,1
PROV1129,2015-03,4159.766940482155,2,2
PROV40002330,2017-04,4159.59837335803,3,3
PROV1968,2017-06,4157.117861235328,2,1
PROV40002065,2021-05,4131.523437142102,7,1
PROV1835,2015-05,4129.52368831776,1,1
PROV40000520,2014-08,4093.6992750641325,2,1
PROV40000850,2016-02,4085.331275247777,3,3
PROV1895,2020-01,4071.2601388263074,1,1
PROV1397,2018-10,4062.7484234111116,3,1
PROV2197,2021-05,4046.568284260543,3,1
PROV1465,2021-01,4046.019000242726,1,1
PROV40002330,2017-12,4018.4972871539803,2,1
PROV1027,2018-02,4002.007363458075,2,1
PROV2128,2020-12,4001.461841138335,4,2
PROV1441,2018-01,3998.103236339355,1,1
PROV1756,2017-10,3993.888664844836,11,1
PROV1014,2020-07,3990.346721717424,4,2
PROV40002220,2016-10,3987.4917431480217,4,1
PROV40002720,2016-05,3986.242896650124,6,1
PROV40000187,2020-10,3985.838841881637,9,2
PROV1441,2018-08,3985.5868955623446,2,1
PROV41001401,2015-02,3983.9184531059564,2,2
PROV1014,2018-04,3983.2230408871355,6,2
PROV1649,2018-11,3977.849762737791,1,1
PROV1441,2014-05,3971.602202298869,1,1
PROV40002220,2015-04,3968.293722018029,2,1
PROV1323,2015-04,3964.6470968607755,1,1
PROV1900,2017-05,3957.3415302035323,1,1
PROV1428,2018-11,3957.0749502994686,3,1
PROV1397,2018-03,3949.212445573917,1,1
PROV1129,2019-12,3946.9676016042986,2,1
PROV1876,2020-12,3936.2609790464194,1,3
PROV1485,2020-06,3931.7350825375033,5,1
PROV1129,2015-04,3929.4107700275144,1,1
PROV1756,2015-06,3903.96605087099,21,1
PROV1895,2020-04,3903.210230883439,1,1
PROV1129,2019-06,3897.4208955954164,6,1
PROV1428,2020-11,3892.9457807584186,2,1
PROV1428,2016-05,3891.0396689264944,5,2
PROV1650,2020-08,3887.9278322569376,2,1
PROV1441,2019-06,3885.0330930891914,1,1
PROV1940,2017-12,3873.0415384204166,6,1
PROV40000500,2015-02,3867.646724368474,3,2
PROV1129,2020-02,3864.564323859322,1,1
PROV1465,2020-04,3845.9251223557085,1,1
PROV1649,2017-09,3845.9091289119806,2,1
PROV1014,2015-09,3830.171598704559,6,6
PROV1650,2020-04,3827.047906117995,2,1
PROV40000500,2021-05,3819.8786213731596,2,2
PROV40002720,2021-03,3793.5700280735177,6,2
PROV1398,2015-11,3777.9008940722406,2,1
PROV1014,2017-06,3752.2917077965367,6,1
PROV1484,2019-02,3749.1387367899033,1,1
PROV40000850,2015-02,3747.7465915650982,4,3
PROV1441,2016-04,3742.458965304486,1,1
PROV1465,2018-07,3739.4557250189064,3,2
PROV40002720,2018-04,3733.7455536935104,5,1
PROV1129,2014-07,3731.890903269533,2,2
PROV40002220,2014-12,3720.6281718169835,9,2
PROV1465,2017-11,3718.601509335795,2,1
PROV40001825,2019-11,3716.765882819296,2,2
PROV40000187,2018-10,3711.416228502678,6,3
PROV1428,2018-06,3700.2310598720987,2,2
PROV1834,2015-08,3698.775445519709,7,1
PROV1014,2020-10,3694.77161810934,6,4
PROV40000187,2019-08,3691.0634674115217,6,2
PROV1428,2018-04,3685.0750547545604,5,1
PROV40000187,2020-01,3682.9363241452384,1,1
PROV1964,2019-09,3680.75225136753,5,1
PROV1465,2016-12,3675.62135814758,2,1
PROV1649,2021-05,3673.6828730422894,10,4
PROV1895,2017-12,3671.2067935111827,1,1
PROV1938,2018-11,3668.50584344501,1,1
PROV1975,2017-03,3666.986149260476,1,1
PROV40001825,2018-05,3661.8006351851172,3,3
PROV40002220,2020-02,3660.125417719547,9,1
PROV40000500,2014-07,3640.3370043969194,2,2
PROV2128,2019-08,3634.7535224273947,2,2
PROV1129,2014-12,3619.0712365480363,2,2
PROV1443,2015-02,3615.1641595911815,1,1
PROV1649,2015-02,3609.6922573786183,1,1
PROV40001825,2019-08,3605.7503907746036,1,1
PROV2094,2018-06,3601.547914497639,1,1
PROV1734,2019-03,3599.5294080000003,2,2
PROV40002720,2019-06,3595.708907271722,7,2
PROV40001825,2021-04,3562.8868221581292,2,2
PROV1551,2015-01,3558.8445402503567,4,1
PROV40000500,2016-06,3554.6575024550034,3,2
PROV1895,2018-09,3551.13456905463,1,1
PROV40000850,2018-04,3548.1562748281,4,2
PROV40000850,2018-07,3539.6052198905045,6,4
PROV1964,2019-12,3539.43911972937,3,1
PROV1428,2016-02,3530.8922575685347,3,1
PROV40002720,2020-01,3527.236295949782,4,1
PROV1441,2018-12,3523.329888931067,1,2
PROV1968,2020-12,3522.7466646986577,10,2
PROV1129,2018-01,3522.5840287252136,2,1
PROV1968,2019-01,3522.5576678749107,8,1
PROV2128,2020-03,3521.1241838978685,2,2
PROV1597,2015-04,3520.886251654812,3,2
PROV40002720,2015-01,3515.9315407572753,7,1
PROV40000850,2016-12,3508.9818503707593,2,2
PROV1441,2016-09,3498.3,2,1
PROV40000187,2018-01,3493.1936181102014,5,2
PROV1428,2018-07,3491.392778203895,3,1
PROV2128,2021-01,3479.705629445985,4,2
PROV1649,2017-02,3472.51013687348,4,2
PROV1465,2017-10,3470.059332365829,2,1
PROV1876,2015-12,3468.1574162713664,1,1
PROV1985,2017-04,3464.553213140285,1,1
PROV40000187,2020-03,3461.676682512575,6,1
PROV1876,2019-12,3461.035077676993,1,1
PROV1465,2021-03,3455.6583461470937,1,1
PROV1647,2015-04,3450.7506329647117,2,2
PROV1876,2021-03,3441.0245716384684,1,2
PROV40002720,2018-05,3426.815168743689,9,1
PROV1129,2016-01,3410.224733590929,2,1
PROV1650,2016-11,3408.487048989502,2,1
PROV1649,2015-11,3403.263922128542,2,2
PROV40002720,2017-04,3402.0939291575987,6,1
PROV1441,2019-02,3402.0147707625893,1,1
PROV1428,2015-03,3393.0626633723473,6,1
PROV1502,2018-11,3372.0485482379822,1,1
PROV40000500,2018-02,3365.488334979915,10,4
PROV1027,2015-07,3361.5847117703725,2,2
PROV1465,2020-02,3360.043302579852,1,1
PROV1756,2015-03,3359.0258697391137,16,1
PROV1443,2014-08,3357.726453581252,1,1
PROV1027,2014-08,3350.195838398691,1,1
PROV1650,2016-02,3338.0502729023538,4,3
PROV1756,2017-02,3335.9100959962516,9,1
PROV1397,2015-09,3335.160699080267,4,2
PROV1428,2017-05,3321.80703085151,3,1
PROV1940,2019-09,3313.6595063005902,8,1
